,ottomaass-230-12__mcgill-standard__otto-mass-119-230,occupancy
2013-10-24 17:30:00-05:00,200.0,False
2013-10-24 18:00:00-05:00,200.0,False
2013-10-24 18:30:00-05:00,200.0,False
2013-10-24 19:00:00-05:00,217.48610787037038,True
2013-10-24 19:30:00-05:00,216.7083236111111,True
2013-10-24 20:00:00-05:00,216.7083236111111,True
2013-10-24 20:30:00-05:00,200.0,False
2013-10-24 21:00:00-05:00,216.7083236111111,True
2013-10-24 21:30:00-05:00,200.0,False
2013-10-24 22:00:00-05:00,200.0,False
2013-10-24 22:30:00-05:00,200.0,False
2013-10-24 23:00:00-05:00,216.7083236111111,True
2013-10-24 23:30:00-05:00,200.0,False
2013-10-25 00:00:00-05:00,200.0,False
2013-10-25 00:30:00-05:00,200.0,False
2013-10-25 01:00:00-05:00,200.0,False
2013-10-25 01:30:00-05:00,200.0,False
2013-10-25 02:00:00-05:00,200.0,False
2013-10-25 02:30:00-05:00,200.0,False
2013-10-25 03:00:00-05:00,200.0,False
2013-10-25 03:30:00-05:00,200.0,False
2013-10-25 04:00:00-05:00,200.0,False
2013-10-25 04:30:00-05:00,200.0,False
2013-10-25 05:00:00-05:00,200.0,False
2013-10-25 05:30:00-05:00,200.0,False
2013-10-25 06:00:00-05:00,200.0,False
2013-10-25 06:30:00-05:00,200.0,False
2013-10-25 07:00:00-05:00,200.0,False
2013-10-25 07:30:00-05:00,200.0,False
2013-10-25 08:00:00-05:00,200.0,False
2013-10-25 08:30:00-05:00,216.7083236111111,True
2013-10-25 09:00:00-05:00,216.7083236111111,True
2013-10-25 09:30:00-05:00,243.50276416666668,False
2013-10-25 10:00:00-05:00,300.24164916666666,False
2013-10-25 10:30:00-05:00,294.4763713888889,False
2013-10-25 11:00:00-05:00,297.69443472222224,True
2013-10-25 11:30:00-05:00,200.0,False
2013-10-25 12:00:00-05:00,200.0,False
2013-10-25 12:30:00-05:00,200.0,False
2013-10-25 13:00:00-05:00,200.0,False
2013-10-25 13:30:00-05:00,200.0,False
2013-10-25 14:00:00-05:00,220.9569444444445,False
2013-10-25 14:30:00-05:00,227.26666666666668,False
2013-10-25 15:00:00-05:00,359.91666666666674,True
2013-10-25 15:30:00-05:00,204.54583138888893,False
2013-10-25 16:00:00-05:00,200.0,False
2013-10-25 16:30:00-05:00,263.6180555555555,True
2013-10-25 17:00:00-05:00,200.0,False
2013-10-25 17:30:00-05:00,200.0,False
2013-10-25 18:00:00-05:00,200.0,False
2013-10-25 18:30:00-05:00,264.087962962963,True
2013-10-25 19:00:00-05:00,200.0,False
2013-10-25 19:30:00-05:00,263.6180555555555,True
2013-10-25 20:00:00-05:00,200.0,False
2013-10-25 20:30:00-05:00,200.0,False
2013-10-25 21:00:00-05:00,200.0,False
2013-10-25 21:30:00-05:00,200.0,False
2013-10-25 22:00:00-05:00,200.0,False
2013-10-25 22:30:00-05:00,263.6180555555555,True
2013-10-25 23:00:00-05:00,200.0,False
